listing_id,end_time,settle_time,listing_type,listing_state,horse_id,horse_name,horse_gender,hex_color,generation,bloodline,complete_rating,breeding_slots,winning_bid_amount,winning_bidder,total_bids,user_id
c55aa43d-1990-46b1-b420-881b90b5a340,2025-06-27T23:52:58+00:00,2025-06-27T23:52:58+00:00,STUD_AUCTION,COMPLETE,ca0fd8e1-d59d-47a7-8eef-681fd0ea7b49,Night Jet,MALE,000000,5,FINNEY,3.0,0,6550.0,Steelbelt Spirit,4,9b7020b1-7720-48a5-9e20-462f8d4ee838
34a44361-d644-4912-9247-cd05f0267659,2025-06-27T23:48:49+00:00,2025-06-27T23:48:51+00:00,STUD_AUCTION,COMPLETE,eedc5c9a-d7d5-47ee-a8b0-8bb2d3315d7b,Stab In The Dark,MALE,0097A7,2,NAKAMOTO,3.0,2,2040.0,Volume Rocker,8,8b932cef-9ab6-448c-9f8c-7be3218c6b44
6e7d18d7-21b7-48a3-90e0-9316b65f18a4,2025-06-27T23:45:44+00:00,2025-06-27T23:45:36+00:00,STUD_AUCTION,COMPLETE,5ae976eb-aded-40f0-b126-d9593369292b,Holigay,MALE,FBC02D,3,FINNEY,3.0,0,1490.0,Funny Fox,6,6dc0657a-e2dc-4254-9520-af83167f87f2
4022a933-7645-4cd0-bc04-a767094e10c4,2025-06-27T23:41:44+00:00,2025-06-27T23:41:50+00:00,STUD_AUCTION,COMPLETE,ba2c6aa3-2428-4a28-9bfa-346b90d071c1,Optimum,MALE,512DA8,2,FINNEY,3.5,0,14240.0,Baby,34,70ef4f9a-686d-4a2f-b62b-09f6f248ec08
8b30a933-436b-47e0-a7b7-3a7bddc2c5cb,2025-06-27T23:40:38+00:00,2025-06-27T23:40:28+00:00,STUD_AUCTION,COMPLETE,65203107-72b8-4eb0-8b49-5f3a3a3cad01,Noted Cup,MALE,D32F2F,0,NAKAMOTO,3.0,4,5440.0,Burkina Faso,10,5d1713ce-4a6a-48ad-b63b-dc05924e436e
490cfd2c-0059-415f-9d9e-09d1b1f6b071,2025-06-27T23:38:22+00:00,2025-06-27T23:38:22+00:00,STUD_AUCTION,COMPLETE,47366208-fece-4a4b-95c7-8ddf12bc5c16,Vigorous Sunrise,MALE,81D4FA,3,SZABO,3.0,1,5550.0,Tether,3,078ed0ad-b2f8-4910-9617-987483fc1c8c
d25c92fb-a735-4a49-bb04-ec344ef89fc5,2025-06-27T23:30:44+00:00,2025-06-27T23:30:44+00:00,STUD_AUCTION,COMPLETE,08503429-8eb6-4ac3-a333-89d8a4cab618,Zed Balance,MALE,0288D1,0,SZABO,3.0,2,7080.0,Heavy is the Crown,21,c772b4fb-b93b-45cb-b59d-925e284f20b8
cbe1a958-ff49-499e-b0fe-067b459b11a1,2025-06-27T23:21:08+00:00,2025-06-27T23:21:30+00:00,STUD_AUCTION,COMPLETE,ecb46754-3046-43ac-bcd1-eb28c6097726,Sociable Roof,MALE,C0CA33,4,BUTERIN,3.0,0,1500.0,Smiling Biennale,7,70ef4f9a-686d-4a2f-b62b-09f6f248ec08
7cc1a526-3320-4561-a33f-6d8020e268ff,2025-06-27T23:20:44+00:00,2025-06-27T23:20:38+00:00,STUD_AUCTION,COMPLETE,1dbb54ed-2bca-4528-a1ce-6a60cfdf5bca,Uplifting Sunflower,MALE,FFFDE7,4,SZABO,3.0,0,2440.0,Red Snapper,11,6dc0657a-e2dc-4254-9520-af83167f87f2
de931cd4-5492-4b69-956f-7f756f72e3de,2025-06-27T23:19:36+00:00,2025-06-27T23:19:20+00:00,STUD_AUCTION,COMPLETE,a48de11e-0fad-48a2-86e7-e1709f8bf3a3,Electricity,MALE,FBC02D,2,FINNEY,3.5,3,16000.0,Respectful Realism,20,70ef4f9a-686d-4a2f-b62b-09f6f248ec08
c1e50113-7873-4028-b4a5-099203e41d2a,2025-06-27T23:16:26+00:00,2025-06-27T23:16:01+00:00,STUD_AUCTION,COMPLETE,04884a3c-7c2e-46a2-99b9-8557f4254431,Remembrance day,MALE,29B6F6,2,BUTERIN,3.0,1,2000.0,Caring Balance,16,6dc0657a-e2dc-4254-9520-af83167f87f2
1adee491-9e21-453e-9a45-1a4e8aee547d,2025-06-27T23:16:18+00:00,2025-06-27T23:16:18+00:00,STUD_AUCTION,COMPLETE,c039f48d-7f28-4e23-9f21-24de3788c63e,Unique Iridescent,MALE,9C27B0,4,SZABO,3.0,0,100.0,Moscow Mule,1,70ef4f9a-686d-4a2f-b62b-09f6f248ec08
d5855554-0a76-4f69-8623-71d3cc2fe60b,2025-06-27T23:12:07+00:00,2025-06-27T23:11:27+00:00,STUD_AUCTION,COMPLETE,f9a1f8f0-cfe6-4954-9201-900bcf08c883,Yellowish,MALE,FDD835,0,BUTERIN,3.0,0,2010.0,Purple Reign,2,11d7da33-8783-4067-986a-763380eac7a5
15a5c28d-ff97-4301-8607-af0dcf48fb83,2025-06-27T23:11:33+00:00,2025-06-27T23:11:33+00:00,STUD_AUCTION,COMPLETE,bd512f89-d8cb-4659-a5e0-ff57b4a80e00,Creating Miricles,MALE,03A9F4,2,BUTERIN,3.0,0,2000.0,Insidious Perception,1,11d7da33-8783-4067-986a-763380eac7a5
56e8885e-4567-428a-9616-68d6a48d6977,2025-06-27T23:11:19+00:00,2025-06-27T23:11:19+00:00,STUD_AUCTION,COMPLETE,a253f906-f644-44ac-83b2-ef6ed65b35a0,Showy Blame,MALE,CDDC39,0,BUTERIN,3.0,0,3000.0,Chief Sick,1,11d7da33-8783-4067-986a-763380eac7a5
ac9ccbb6-d944-48af-a29a-43b125e91144,2025-06-27T23:03:47+00:00,2025-06-27T23:03:47+00:00,STUD_AUCTION,COMPLETE,27ddae7b-20e8-456a-8cdf-f123cd7ed3c4,Boba Fett,MALE,E53935,4,FINNEY,3.5,0,7780.0,Antique Boom,8,0368a6e0-a23c-4527-bd1c-38c79d51fcb4
cafcc08b-6c1d-4e8e-b5d3-acd1b6a768b2,2025-06-27T22:58:29+00:00,2025-06-27T22:57:41+00:00,STUD_AUCTION,COMPLETE,6889fb2e-5577-4e3e-8b44-4ecb801eee55,Cap This,MALE,AFB42B,1,SZABO,3.0,1,950.0,Kyoto Blossom,6,782959d6-5e91-4f59-a586-d8a94e322752
e09c7d33-a672-479f-9a3a-f6860f8c69aa,2025-06-27T22:58:10+00:00,2025-06-27T22:57:59+00:00,STUD_AUCTION,COMPLETE,675c4aae-55d7-4ef9-bde2-438dd6f7c012,Neboulous Ned,MALE,FDD835,2,BUTERIN,4.0,1,48000.0,Lava Cake,40,6a954d71-2816-4207-9ca9-f75d96da7ec3
2527f234-bb95-4a5d-a549-ae49e30290a0,2025-06-27T22:52:34+00:00,2025-06-27T22:52:32+00:00,STUD_AUCTION,COMPLETE,2aa02e29-6c21-43ff-80c9-f277c3ea6a06,Gift From The Gods,MALE,81D4FA,0,SZABO,3.0,3,1450.0,Marina Vallarta Golf,7,da26c278-302c-4d32-95a7-0bf66c382549
3d80f07e-5ffb-4873-90ad-58dc959ed726,2025-06-27T22:49:49+00:00,2025-06-27T22:49:14+00:00,STUD_AUCTION,COMPLETE,4be27439-5341-49a9-aa6a-aa28077fb4c2,Naka Aqua,MALE,29B6F6,5,NAKAMOTO,3.0,0,4720.0,Dogface Pony Soldier,22,95a569d7-dbdb-494d-90b9-f891fdbaeb8c
bc6dd1c3-ecf2-4b80-8de0-4425e4d5ad37,2025-06-27T22:49:25+00:00,2025-06-27T22:49:15+00:00,STUD_AUCTION,COMPLETE,dee953ae-5f6b-43aa-9c67-d1143351f857,Chrome Country,MALE,9C27B0,4,SZABO,3.5,0,24250.0,LaFerrari,10,4d6590fb-caf2-42cd-8efe-1d9025058a19
6601566b-fdf2-477f-a553-91c019a96a6e,2025-06-27T22:49:13+00:00,2025-06-27T22:49:13+00:00,STUD_AUCTION,COMPLETE,750e7ba2-6b43-463a-98f0-2c1e09997a46,Chuck Norris,MALE,CE93D8,1,SZABO,3.5,1,43900.0,FastAF Boi 2,17,36a908d1-b8ae-4d42-aa1a-65c791fb4495
fb98385e-2a35-4eb3-a8e8-14a131a7a849,2025-06-27T22:48:53+00:00,2025-06-27T22:48:52+00:00,STUD_AUCTION,COMPLETE,02659a92-d688-4372-9f58-9ff6e55129fb,Pickle,MALE,BA68C8,3,NAKAMOTO,3.5,0,33260.0,War Mouse,8,36a908d1-b8ae-4d42-aa1a-65c791fb4495
0bd8884c-a696-4f6c-95be-abcd2c717dee,2025-06-27T22:43:22+00:00,2025-06-27T22:43:32+00:00,STUD_AUCTION,COMPLETE,bce4a98b-fde9-4828-a66e-065fd06c7da9,Imaginative Blending,MALE,512DA8,0,FINNEY,3.0,0,1160.0,Amicable Wolverine,3,ce129fd0-1e30-415c-b392-2f82694b4bff
4a1c802e-f500-4f6c-8751-f0b3dc76c498,2025-06-27T22:38:15+00:00,2025-06-27T22:38:30+00:00,STUD_AUCTION,COMPLETE,ef8e2da5-e052-4972-8bc2-07a2d57c27ae,Friendly Heraldry,MALE,0288D1,4,NAKAMOTO,3.0,0,2210.0,Sweet Water,5,0cb14e18-fbb3-4ab5-9531-0dd409950b27
05853914-eb0a-478d-8ddf-78047f054bc2,2025-06-27T22:37:17+00:00,2025-06-27T22:37:17+00:00,STUD_AUCTION,COMPLETE,696a79c3-6684-4b28-904f-5f69ee6b8e04,Red Robin,MALE,EC407A,2,NAKAMOTO,3.0,0,1550.0,Raspberry Cheesecake,4,0cb14e18-fbb3-4ab5-9531-0dd409950b27
91a51aa0-c194-4769-915b-dc39bf3d45a7,2025-06-27T22:35:15+00:00,2025-06-27T22:35:15+00:00,STUD_AUCTION,COMPLETE,f49dd089-275a-4edb-84a8-98ff7f2337ec,Charging Rhinoceros,MALE,03A9F4,2,SZABO,3.0,1,10010.0,Magic Man,3,6e76acf3-04b6-494e-b156-c895d8f39715
9e901c08-9637-415a-ab23-5954a52fd5c4,2025-06-27T22:32:22+00:00,2025-06-27T22:32:01+00:00,STUD_AUCTION,COMPLETE,b8709e87-8596-42c7-9e07-3b662f6d8388,The Resolute,MALE,673AB7,1,BUTERIN,3.0,0,1560.0,Victor Tapia,7,6e76acf3-04b6-494e-b156-c895d8f39715
12ca830c-0eaa-4b43-a140-0a0abe25c9aa,2025-06-27T22:32:22+00:00,2025-06-27T22:32:22+00:00,STUD_AUCTION,COMPLETE,9837afed-02aa-4f6e-8453-eb812b3b2583,Napoleon Bonaparte,MALE,512DA8,2,NAKAMOTO,3.5,0,35280.0,Demented,12,2651a221-ede8-4a9f-a373-a978c9ed3fcd
9968c92b-0c4a-466a-91b8-784646bfe88a,2025-06-27T22:31:56+00:00,2025-06-27T22:31:56+00:00,STUD_AUCTION,COMPLETE,943cac83-948d-4ac5-a3c6-8b50596742e0,Omar Bradley,MALE,4DD0E1,2,SZABO,3.0,0,1390.0,Reference,4,2651a221-ede8-4a9f-a373-a978c9ed3fcd
f9fd8509-10a3-4d4d-a859-b6d401c5c3a2,2025-06-27T22:31:54+00:00,2025-06-27T22:32:11+00:00,STUD_AUCTION,COMPLETE,e702bbbd-a4ab-4b14-aa24-e2d1c3c379d7,Balanced Hummingbird,MALE,BA68C8,2,SZABO,3.0,0,1460.0,Cheerful Staff,4,2651a221-ede8-4a9f-a373-a978c9ed3fcd
48085426-48e1-4837-84b9-ab722675b05e,2025-06-27T22:31:38+00:00,2025-06-27T22:31:38+00:00,STUD_AUCTION,COMPLETE,85100b2b-1c49-4579-9fc2-1a6701e65809,Rejoicing Snapdragon,MALE,AB47BC,0,FINNEY,3.0,3,1500.0,jiggydoggo,5,2651a221-ede8-4a9f-a373-a978c9ed3fcd
7929d6eb-cdd8-43d3-b639-375b68b47ca3,2025-06-27T22:27:31+00:00,2025-06-27T22:27:05+00:00,STUD_AUCTION,COMPLETE,6d41d54d-5d83-418c-80e7-a72036ba2b07,Give It to You Good,MALE,03A9F4,0,SZABO,3.5,1,14110.0,Cordial Stoneware,26,6df05982-8638-495b-9b29-8777e597a45c
0e41d4e6-dd4b-4f44-b377-7b76ad577042,2025-06-27T22:27:17+00:00,2025-06-27T22:26:55+00:00,STUD_AUCTION,COMPLETE,580fb06f-d09d-4d03-a410-b9c3a492366c,Complimentary Alto,MALE,F44336,1,NAKAMOTO,3.0,0,3910.0,Sleep on the Left,8,6e76acf3-04b6-494e-b156-c895d8f39715
