listing_id,end_time,settle_time,listing_type,listing_state,horse_id,horse_name,horse_gender,hex_color,generation,bloodline,complete_rating,breeding_slots,winning_bid_amount,winning_bidder,total_bids,user_id
07f3ba67-5b6e-4485-8d78-521ac66e83c0,2025-06-20T23:55:39+00:00,2025-06-20T23:55:39+00:00,STUD_AUCTION,COMPLETE,9e271367-1993-465b-b7cd-0cce834f4c1c,Fire Storm,MALE,D32F2F,2,FINNEY,3.5,0,24130.0,Scattered Radiance,4,87d925ab-fbc0-4d2c-ab8a-a89444585ac6
f02cb8cb-4085-4293-a05e-c3b5f92c8516,2025-06-20T23:54:59+00:00,2025-06-20T23:54:59+00:00,STUD_AUCTION,COMPLETE,abf2599c-bff6-47b5-aeb1-32a4e6aeccd6,3775 Tiger Woods,MALE,E91E63,1,NAKAMOTO,4.0,2,52000.0,Trostworthy,2,70ef4f9a-686d-4a2f-b62b-09f6f248ec08
ecee1bfd-76a6-411f-a03c-80262b060e91,2025-06-20T23:50:32+00:00,2025-06-20T23:50:32+00:00,STUD_AUCTION,COMPLETE,b8acb88d-4eb1-4044-b337-ddf9e4b6ec96,Broke My Heart,MALE,F9A825,1,BUTERIN,3.5,0,22210.0,Hairy Maclary,15,b41e0746-a41c-4588-80d9-df7b9d705317
b31faa07-4a71-47af-8405-88c840a1704b,2025-06-20T23:47:30+00:00,2025-06-20T23:47:30+00:00,STUD_AUCTION,COMPLETE,7020cf29-bee5-488e-8f57-7e501e69ba09,Immaterial Shot,MALE,D4E157,0,BUTERIN,3.5,4,13600.0,Atreides,8,6a1dbee6-f978-4946-b8db-02a1a164005a
69f39f1f-2097-4906-a853-c9930a1cb04d,2025-06-20T23:46:31+00:00,2025-06-20T23:46:31+00:00,STUD_AUCTION,COMPLETE,72052fa4-ef4e-4c84-ae0b-a4483b6af55b,Vanilla ice,MALE,4FC3F7,0,SZABO,3.0,0,4500.0,Oblong Preparation,15,6a1dbee6-f978-4946-b8db-02a1a164005a
7be76ceb-c7cf-4692-ba79-a92f67090baf,2025-06-20T23:43:37+00:00,2025-06-20T23:43:37+00:00,STUD_AUCTION,COMPLETE,b5d2e4a7-604c-4c36-946d-d15f15f99132,Revered Toucan,MALE,7B1FA2,2,BUTERIN,3.0,0,7500.0,Pearly,10,191a93d4-e3b2-4ff6-b236-823826ec4880
b5267dfe-bdc2-47a6-aea7-f3eecee9deea,2025-06-20T23:43:07+00:00,2025-06-20T23:43:07+00:00,STUD_AUCTION,COMPLETE,63d8aeea-dd8f-41da-a784-3708070a2398,Reallyâ,MALE,E57373,2,NAKAMOTO,3.5,0,21010.0,Immoral Clarity,19,191a93d4-e3b2-4ff6-b236-823826ec4880
112006e1-7ff6-47a7-84f1-a627ab46fb7f,2025-06-20T23:42:59+00:00,2025-06-20T23:42:59+00:00,STUD_AUCTION,COMPLETE,52f625d8-fd4c-4c29-9253-f55cbf70dd76,Rejoicing Apogee,MALE,EF5350,1,NAKAMOTO,3.0,0,6120.0,Reference,31,191a93d4-e3b2-4ff6-b236-823826ec4880
10c25f32-7601-4a45-8e68-ffa4752a06a9,2025-06-20T23:42:53+00:00,2025-06-20T23:42:53+00:00,STUD_AUCTION,COMPLETE,e1e2fcc9-1e78-49fa-bd04-b6c135fa2573,Yellow Donkey,MALE,DCE775,3,FINNEY,3.5,0,22430.0,Deep lemon,16,191a93d4-e3b2-4ff6-b236-823826ec4880
1e908f19-76f3-4739-b81c-6a8e2f240231,2025-06-20T23:42:39+00:00,2025-06-20T23:42:39+00:00,STUD_AUCTION,COMPLETE,73634a53-dde1-4bda-b8a4-5840a8876f39,Szabey,MALE,039BE5,2,SZABO,4.0,0,27960.0,Reference,27,191a93d4-e3b2-4ff6-b236-823826ec4880
6fe58dbb-162d-4b3c-82c6-ea241e1eee7b,2025-06-20T23:23:47+00:00,2025-06-20T23:23:47+00:00,STUD_AUCTION,COMPLETE,7ee4f061-3768-4707-96b7-f2395be226b2,Mellow Isotope,MALE,00BCD4,3,SZABO,3.5,1,29810.0,Trash,14,4c385f69-5310-47d3-bdca-b12995354fa0
507c1b3b-0e70-429a-b37a-c2a195ecbb05,2025-06-20T23:20:54+00:00,2025-06-20T23:20:54+00:00,STUD_AUCTION,COMPLETE,9a839204-6506-42f4-88d5-fbc92f65cd25,21 Savage,MALE,FFF9C4,5,NAKAMOTO,3.5,0,16000.0,Audi,17,6a9eb0c1-e16a-4380-beb7-6eff680dfd63
d849dd98-1047-471e-83e2-10e1329f45a9,2025-06-20T23:14:02+00:00,2025-06-20T23:14:02+00:00,STUD_AUCTION,COMPLETE,5f671d9a-aae8-46a9-946d-42a67cbf3c99,Riddick,MALE,E91E63,1,FINNEY,4.0,1,121160.0,Midnight In Tokyo,19,77c73bec-3021-4d68-90c1-0979acd41dcd
c5f845bf-ee42-4014-8e21-8e7749619296,2025-06-20T23:10:37+00:00,2025-06-20T23:10:37+00:00,STUD_AUCTION,COMPLETE,733e99b6-4c1c-40a2-beed-4b17661347aa,Trivial Technology,MALE,F9A825,0,BUTERIN,3.5,0,12000.0,Fools Gold,21,5fd7be7e-e397-4cb2-8830-dc9b05f6f181
0a0aaa89-d29d-4cf5-ab4f-6e295dfcf270,2025-06-20T22:58:45+00:00,2025-06-20T22:58:45+00:00,STUD_AUCTION,COMPLETE,cd7d5a8a-3b3c-494d-b871-af8bffa80b2d,Dedicated Pepper,MALE,03A9F4,3,NAKAMOTO,3.0,1,11220.0,Virtuous Orchard,12,39e5ce80-ae57-45ba-8a18-bc5eecacf9c3
1769470a-61a0-4c5e-ac9e-7f7e4ec0b5e5,2025-06-20T22:31:48+00:00,2025-06-20T22:31:48+00:00,STUD_AUCTION,COMPLETE,9a06ef63-f485-4a87-bbb8-bfaa767effcf,Kelly Slater,MALE,E6EE9C,3,FINNEY,3.5,0,35100.0,Reference,19,0368a6e0-a23c-4527-bd1c-38c79d51fcb4
4cc8a3ad-e346-491d-9ac0-02a8853652ae,2025-06-20T20:57:51+00:00,2025-06-20T20:57:51+00:00,STUD_AUCTION,COMPLETE,84ab0081-78cd-45a1-9fd3-339eb642e3a4,Berzerk,MALE,F9A825,2,FINNEY,3.5,2,11000.0,Bugatti,28,c8cfa8b7-8cbe-4e8a-bd53-9d4ec4483d81
421e1ba0-ff2d-49e3-a60c-c88cb6a2fa31,2025-06-20T20:50:29+00:00,2025-06-20T20:50:29+00:00,STUD_AUCTION,COMPLETE,b81d4cb0-d7e5-4256-8bf7-6faf8129ef10,Rejoicing Bargeboard,MALE,7E57C2,1,BUTERIN,2.5,0,1460.0,Blazing Saddle,5,fdb058f3-b236-48d8-bb7d-43d3f81a7baf
9130eb9b-9fbc-4807-9db9-b90930ca1972,2025-06-20T20:44:55+00:00,2025-06-20T20:44:55+00:00,STUD_AUCTION,COMPLETE,b247eba2-9974-4ac1-b0dc-dd8f2e28a118,Embarrassed Death,MALE,CDDC39,0,BUTERIN,2.0,0,2870.0,Con Te Partiro,9,ab2c6895-9be2-4b7d-a559-9dba58c18e4e
e5069f15-b83a-4ae4-a306-d30e12c3bc1e,2025-06-20T20:04:21+00:00,2025-06-20T20:04:21+00:00,STUD_AUCTION,COMPLETE,4ee6acd2-1545-4f6d-bab3-edff8861ae9c,ð¥Fireballð¥,MALE,F48FB1,1,NAKAMOTO,3.5,3,16920.0,Empress,15,51efbc37-5d01-4438-b52d-c70168983ae2
01002403-a726-4411-ade0-dd3f0080b0d8,2025-06-20T19:56:19+00:00,2025-06-20T19:56:19+00:00,STUD_AUCTION,COMPLETE,bfd0560d-181c-4a33-a698-2e960a450816,Buck 65,MALE,0097A7,5,SZABO,3.0,0,3200.0,Albatross Avocado,27,10d78708-750c-4e64-ab05-21477d943eae
773aa6a3-302c-467e-9ce4-27e851316750,2025-06-20T19:50:00+00:00,2025-06-20T19:50:00+00:00,STUD_AUCTION,COMPLETE,fe07f3d2-aff6-4d53-8121-fe413606b9bf,ð¥Hell Raiserð¥,MALE,F44336,1,NAKAMOTO,3.5,3,27500.0,Patti Mayonnaise,22,51efbc37-5d01-4438-b52d-c70168983ae2
996eba18-6d75-40d5-b716-e2e34c796659,2025-06-20T19:46:27+00:00,2025-06-20T19:46:27+00:00,STUD_AUCTION,COMPLETE,7f5b04fe-3573-4122-8b60-a34bcaa1f5c6,Dead Red Redemption,MALE,E53935,2,BUTERIN,3.0,1,6150.0,Youthful Tiger,34,8b59e42b-2a64-47c3-a02a-1f8ec1261103
012e623e-abfe-4f83-b8ec-ea0fe689d9f3,2025-06-20T19:43:15+00:00,2025-06-20T19:43:15+00:00,STUD_AUCTION,COMPLETE,c20f201e-ae8c-4d00-aa36-8757bfb40d54,Notorious Nerf,MALE,BA68C8,2,NAKAMOTO,4.0,0,50120.0,Glowing Starlight,21,36a908d1-b8ae-4d42-aa1a-65c791fb4495
abfb9180-175b-40af-86ba-0ffc01514dbd,2025-06-20T19:33:37+00:00,2025-06-20T19:33:37+00:00,STUD_AUCTION,COMPLETE,5fadc57f-5603-4554-abd6-9f07c42f6817,Spear,MALE,7E57C2,0,FINNEY,3.5,0,11520.0,Mr Krabs,16,e840a85b-a706-4284-90ec-d684195355b6
