listing_id,end_time,settle_time,listing_type,listing_state,horse_id,horse_name,horse_gender,hex_color,generation,bloodline,complete_rating,breeding_slots,winning_bid_amount,winning_bidder,total_bids,user_id
2ffc3d4f-efee-4bf9-a7c9-7561ddd26b2d,2025-06-26T23:58:54+00:00,2025-06-26T23:58:54+00:00,STUD_AUCTION,COMPLETE,829c2390-3f2a-4cb8-9b6b-ba1825a7b5d3,Pebb,MALE,CE93D8,0,FINNEY,3.0,0,5510.0,Pebbles Wild,3,a8253201-7241-430f-af8e-e3621142ff4d
98071bf3-e1c3-448f-b417-0e4d61f60702,2025-06-26T23:54:06+00:00,2025-06-26T23:53:09+00:00,STUD_AUCTION,COMPLETE,b56f7dc2-43a7-4430-991b-ed3772265ae5,Italy,MALE,FFFF00,0,BUTERIN,3.5,0,23520.0,Flower,25,de9bcdaf-b0cc-4c84-8d90-2f305128b3f0
20bbd5bc-308c-4ea1-9f00-52c87237f861,2025-06-26T23:50:10+00:00,2025-06-26T23:49:18+00:00,STUD_AUCTION,COMPLETE,5afe5aed-8c8e-489e-a2c1-3744ab5058e1,Wall E,MALE,7B1FA2,2,FINNEY,3.5,2,15560.0,Lava Cake,11,4fed6f58-ff3d-49a6-ae32-5afde86c9a90
14896467-d803-4762-858e-94cdef613ea8,2025-06-26T23:48:58+00:00,2025-06-26T23:48:58+00:00,STUD_AUCTION,COMPLETE,43a78458-5c84-4683-b09d-1fe31290b1d0,Playful Phaedra,MALE,FFFDE7,1,BUTERIN,3.0,0,1420.0,Generous Styx,14,af186f26-12a6-47d0-bc68-5665df9f64fe
2152634f-336e-4b5d-829e-7e25023c452c,2025-06-26T23:47:50+00:00,2025-06-26T23:47:55+00:00,STUD_AUCTION,COMPLETE,65bb8c5b-5e9b-49bd-a04d-59a6daf3b889,Brasco,MALE,18FFFF,2,NAKAMOTO,3.0,0,2140.0,Sick,9,4fed6f58-ff3d-49a6-ae32-5afde86c9a90
e35e660c-a7be-4ed3-8177-a92f2f95c618,2025-06-26T23:47:38+00:00,2025-06-26T23:47:38+00:00,STUD_AUCTION,COMPLETE,1ac28dec-85b1-446d-b17b-30b686f00bd4,Giving Euphonium,MALE,512DA8,1,BUTERIN,3.0,0,2130.0,Serenity,8,4fed6f58-ff3d-49a6-ae32-5afde86c9a90
7ca64121-8346-4999-8f52-a16964ac024c,2025-06-26T23:19:46+00:00,2025-06-26T23:19:46+00:00,STUD_AUCTION,COMPLETE,bc2e7eed-4790-45cd-85da-b7395b1ddd46,Appreciated Empire,MALE,EF9A9A,3,NAKAMOTO,3.5,0,17910.0,Freddie Fermin,9,0657a9ac-397a-458e-9a63-8d63cede672c
42948dde-cdf6-40d9-b3a5-d025380dc8e5,2025-06-26T23:18:11+00:00,2025-06-26T23:17:04+00:00,STUD_AUCTION,COMPLETE,07838ba0-5f7c-4f7b-9f52-83e9dd3e940a,Drift,MALE,CDDC39,6,BUTERIN,3.5,0,11450.0,Proud Parents,46,76e5651b-1a30-448d-8316-73acb5c902cd
5a3bb42c-e0bb-4a0d-9817-771f256083ca,2025-06-26T23:13:25+00:00,2025-06-26T23:13:25+00:00,STUD_AUCTION,COMPLETE,2713fe5e-838d-487b-b693-30d20620a854,Optimus,MALE,039BE5,4,BUTERIN,3.5,0,10550.0,Reference,9,e42e9089-75d6-4b4b-980a-8074e5010db3
3afadc39-ec09-4b2b-a183-90176fec927c,2025-06-26T23:13:03+00:00,2025-06-26T23:13:11+00:00,STUD_AUCTION,COMPLETE,ff2c1b94-9dee-453a-b912-f3b57ff97b5d,Red Laser,MALE,D81B60,0,NAKAMOTO,3.0,0,8000.0,Olympus,18,e42e9089-75d6-4b4b-980a-8074e5010db3
fc9f00b8-3a5b-40a1-88bf-cb3d38b92ba3,2025-06-26T23:04:26+00:00,2025-06-26T23:03:17+00:00,STUD_AUCTION,COMPLETE,261c5ac8-f867-469a-b5ca-fa29f8712485,Hopeful Ell,MALE,CE93D8,0,FINNEY,3.0,0,3120.0,Season 1 Cheese,15,7dabf548-334d-498a-ac39-37b8e568516e
5f7f165c-123e-4724-b62b-19d7b607ec84,2025-06-26T22:51:36+00:00,2025-06-26T22:51:36+00:00,STUD_AUCTION,COMPLETE,575fbb17-ae15-445b-bf10-8213abbff12b,Traveler,MALE,7B1FA2,0,FINNEY,3.0,0,10010.0,Reese,6,87d925ab-fbc0-4d2c-ab8a-a89444585ac6
a64b4c08-cf0b-4776-8422-c4b7680d81b6,2025-06-26T22:49:36+00:00,2025-06-26T22:48:45+00:00,STUD_AUCTION,COMPLETE,c6d32470-d2ae-406d-8e75-14ea8239d834,Moulah Moulah,MALE,039BE5,0,SZABO,4.0,0,97000.0,POODL to the Moon,19,4f67f6d7-7ce9-402b-8568-a8538c0a8ce4
dac28d92-c7ba-4a29-a70d-4412fcb76282,2025-06-26T22:39:30+00:00,2025-06-26T22:39:40+00:00,STUD_AUCTION,COMPLETE,2aa02e29-6c21-43ff-80c9-f277c3ea6a06,Gift From The Gods,MALE,81D4FA,0,SZABO,3.0,3,4020.0,Cheap Date,3,da26c278-302c-4d32-95a7-0bf66c382549
e84af117-f3a1-478d-8818-36015ece9a93,2025-06-26T22:31:58+00:00,2025-06-26T22:31:58+00:00,STUD_AUCTION,COMPLETE,2d79782c-3024-42d0-a874-8da58d4e0d70,Inviting Asparagus,MALE,CE93D8,0,FINNEY,3.0,0,2130.0,Maki Itoh,6,909cab4a-8527-4684-830e-7ded04a8bd74
38ad5f28-3ec0-46fa-99cc-315e7944a063,2025-06-26T22:28:09+00:00,2025-06-26T22:27:51+00:00,STUD_AUCTION,COMPLETE,937d847c-38f1-4e12-9dd9-6e5913377e32,Breaker,MALE,FDD835,4,NAKAMOTO,3.5,0,31130.0,Ryans Rug Pull,24,76e5651b-1a30-448d-8316-73acb5c902cd
