listing_id,end_time,settle_time,listing_type,listing_state,horse_id,horse_name,horse_gender,hex_color,generation,bloodline,complete_rating,breeding_slots,winning_bid_amount,winning_bidder,total_bids,user_id
f9fc1c5d-d9bd-4067-a0c5-f0ca74eac113,2025-06-25T23:57:55+00:00,2025-06-25T23:57:55+00:00,STUD_AUCTION,COMPLETE,0e85f13b-f807-4491-b02a-e5f3edc6fe3a,Braindead,MALE,B39DDB,4,NAKAMOTO,3.0,0,1650.0,Understanding Duck,5,e42e9089-75d6-4b4b-980a-8074e5010db3
e4c18834-a012-4f7a-b04d-7e36ccdb8bfa,2025-06-25T23:52:40+00:00,2025-06-25T23:52:40+00:00,STUD_AUCTION,COMPLETE,8b663fc9-59d2-43ba-8a42-a2b8642e1faa,Dr Fauci,MALE,FDD835,0,BUTERIN,3.0,3,860.0,Honorable Vulture,38,ba7a5fcc-87a3-4e94-93c0-b0c11c7e4cb6
32e3ac1c-ed36-4726-a8b2-55c9f5fe9322,2025-06-25T23:47:14+00:00,2025-06-25T23:47:14+00:00,STUD_AUCTION,COMPLETE,f6d0bf29-f0ba-46ea-850f-6b8a98a47795,Fervent Reveal,MALE,FFFDE7,3,BUTERIN,3.0,0,1800.0,Dishwasher,19,39e5ce80-ae57-45ba-8a18-bc5eecacf9c3
43a6b80c-5700-4b44-9c58-7607f6c06181,2025-06-25T23:41:46+00:00,2025-06-25T23:41:46+00:00,STUD_AUCTION,COMPLETE,d52a5016-9f72-4f99-a8db-7c26d530b214,The Orthodontist,MALE,8E24AA,0,FINNEY,3.0,0,1630.0,Lil Rips,4,a81a956d-7a4a-4895-82f7-c13fde5e441f
b8bb83bd-609a-43c9-811e-cfe299c48e63,2025-06-25T23:41:16+00:00,2025-06-25T23:40:30+00:00,STUD_AUCTION,COMPLETE,3abd70dc-2c55-4794-9093-36ef594eec16,Loyal Idea,MALE,FFF9C4,0,BUTERIN,3.0,0,2120.0,Reference,10,a81a956d-7a4a-4895-82f7-c13fde5e441f
667e5d7d-b7e0-431d-af2a-2af949830c6e,2025-06-25T23:39:14+00:00,2025-06-25T23:38:41+00:00,STUD_AUCTION,COMPLETE,b8a810da-497d-4763-8f22-dcbf3168f02d,Astonishing Load,MALE,C6FF00,0,BUTERIN,3.0,0,2000.0,Box Of Rain,6,a81a956d-7a4a-4895-82f7-c13fde5e441f
559b099c-4ebd-4f0f-86d6-0b2bb7cca72e,2025-06-25T23:37:51+00:00,2025-06-25T23:37:55+00:00,STUD_AUCTION,COMPLETE,c906dc7b-d812-43ac-bb02-ff7be247b191,Idle Direction,MALE,03A9F4,0,SZABO,3.0,0,5000.0,Sparkling Ulysses,8,a81a956d-7a4a-4895-82f7-c13fde5e441f
76a07240-60eb-467e-b1cc-9a272a3393cf,2025-06-25T23:37:18+00:00,2025-06-25T23:36:36+00:00,STUD_AUCTION,COMPLETE,bbe77223-8675-45f6-aa6b-c6b80049e2b9,Honorable Abroad,MALE,D32F2F,0,NAKAMOTO,3.0,0,15110.0,AND1,15,a81a956d-7a4a-4895-82f7-c13fde5e441f
e1af3260-f175-4a28-8f37-ec7f84dd7c65,2025-06-25T23:33:49+00:00,2025-06-25T23:33:52+00:00,STUD_AUCTION,COMPLETE,7fea2930-9875-4a03-8969-c303e8ba4ad8,Astonishing Save,MALE,29B6F6,0,SZABO,3.0,0,2500.0,Accommodating Troy,5,a81a956d-7a4a-4895-82f7-c13fde5e441f
ecd20bd2-4ae1-4c43-b679-fbc398006c53,2025-06-25T23:32:53+00:00,2025-06-25T23:31:26+00:00,STUD_AUCTION,COMPLETE,2c0e8ea1-ed09-439f-a614-d8b38c0a08ca,Smoking Steel,MALE,757575,0,SZABO,3.0,0,2050.0,Anecdote,5,a81a956d-7a4a-4895-82f7-c13fde5e441f
fc6b5549-c3b1-4a79-a53c-1d034a918fb2,2025-06-25T23:32:46+00:00,2025-06-25T23:32:04+00:00,STUD_AUCTION,COMPLETE,b24fc621-6574-4511-92c2-5dd85cc79407,Ehrmantraut,MALE,E53935,1,NAKAMOTO,3.5,0,4030.0,Admiral,10,a81a956d-7a4a-4895-82f7-c13fde5e441f
85520db3-bef2-4c0e-94c8-2d8f5437ae96,2025-06-25T23:31:44+00:00,2025-06-25T23:31:44+00:00,STUD_AUCTION,COMPLETE,0e17ec3a-f1d5-48b5-ab47-6fdb77cad7d1,Fervent Shot,MALE,AB47BC,2,SZABO,3.0,0,100.0,La ChanCla,1,a81a956d-7a4a-4895-82f7-c13fde5e441f
3d4275a2-90c5-4b08-8c38-5fa2a52d801c,2025-06-25T23:31:32+00:00,2025-06-25T23:30:45+00:00,STUD_AUCTION,COMPLETE,f70b8183-1969-44c0-8b96-946220444e54,Responsive Boho,MALE,039BE5,0,SZABO,4.0,4,47700.0,Master of France,13,b395a941-b170-44bf-b2e7-c18c393e43e6
d5e16ebe-fd48-4539-8c39-07bdeec4b4b5,2025-06-25T23:31:08+00:00,2025-06-25T23:30:36+00:00,STUD_AUCTION,COMPLETE,67c89744-630b-49b0-aa7e-7b2198a5f339,Cherry Garcia,MALE,FF1744,0,NAKAMOTO,3.0,0,2510.0,Remi Mac,9,a81a956d-7a4a-4895-82f7-c13fde5e441f
afd3508d-5a27-443d-a2d4-3d1e3cba4bd8,2025-06-25T23:30:59+00:00,2025-06-25T23:30:59+00:00,STUD_AUCTION,COMPLETE,171fb841-3362-46c9-bf66-4c4da79174e5,Brown Okeja,MALE,7C4DFF,0,FINNEY,3.0,0,100.0,Reference,1,a81a956d-7a4a-4895-82f7-c13fde5e441f
08bb5125-7ac1-431b-b10c-650c8297d26b,2025-06-25T23:29:49+00:00,2025-06-25T23:29:00+00:00,STUD_AUCTION,COMPLETE,6072be37-9084-40b8-aad7-472259100115,Laundered,MALE,8E24AA,1,NAKAMOTO,3.0,0,5490.0,Giggling Jalapeno,15,a81a956d-7a4a-4895-82f7-c13fde5e441f
7e676ade-dfc8-40ed-b2e3-39ddc39d6430,2025-06-25T23:29:45+00:00,2025-06-25T23:29:53+00:00,STUD_AUCTION,COMPLETE,6043acc2-08d0-4210-bd07-19fd847831c6,Goalkeeper,MALE,E91E63,1,NAKAMOTO,3.5,0,11510.0,Benevolent Timeline,12,a81a956d-7a4a-4895-82f7-c13fde5e441f
3a395a1e-f420-4bb7-8410-8dfa29ffe235,2025-06-25T23:29:33+00:00,2025-06-25T23:29:33+00:00,STUD_AUCTION,COMPLETE,929b560d-611f-4291-ae63-c237a2316768,Favorite Fat,MALE,29B6F6,0,SZABO,3.5,0,15110.0,Noteworthy Earth,15,a81a956d-7a4a-4895-82f7-c13fde5e441f
c6df0bea-b264-4810-aba7-38f247a08164,2025-06-25T23:29:30+00:00,2025-06-25T23:29:46+00:00,STUD_AUCTION,COMPLETE,34cc36a7-6ae0-4256-b849-2063d12bce4b,Boring Horror,MALE,0097A7,0,SZABO,3.5,0,18000.0,Vedanta,11,a81a956d-7a4a-4895-82f7-c13fde5e441f
